,id,title,permalink,domain_id,price,image_url,description_full
10,MLA1100783124,Pila Aaa Rayovac Alcalina Cilíndrica - Pack De 10 Unidades,https://www.mercadolibre.com.ar/pila-aaa-rayovac-alcalina-cilindrica-pack-de-10-unidades/p/MLA14579609,MLA-CELL_BATTERIES,2500.0,http://http2.mlstatic.com/D_841992-MLA46303740866_062021-O.jpg,"Con más de 110 años fabricando pilas, Rayovac ofrece diferentes tipos de pilas según el requerimiento energético de tus dispositivos. Siempre tendrás energía cuando más la necesites.

Una solución para cada dispositivo
Las pilas alcalinas duran entre 4 y 9 veces más que las pilas con otras composiciones. Son las más comunes por su gran versatilidad, adaptándose a todo tipo de tamaños. Y aunque debemos desecharlas con cuidado, sus componentes son menos perjudiciales para el medio ambiente.

Tiempo de uso
Su vida útil de 10 años te asegura que tendrás energía por más tiempo. Disfrutá de las tecnologías de tu hogar sin impedimentos. Rayovac Nuevo Alcalina Alcalina 13.8 cm 140 g Pack 10"
11,MLA1426467992, Smart Tv Televisor Noblex 43 Dr43x7100 Wifi Android Fullhd ,https://www.mercadolibre.com.ar/smart-tv-televisor-noblex-43-dr43x7100-wifi-android-fullhd/p/MLA19775284,MLA-TELEVISIONS,94069.0,http://http2.mlstatic.com/D_744993-MLA51601140437_092022-O.jpg,"Noblex lleva más de 70 años creando bienestar en los hogares argentinos, lo que la convierte en una de las marcas con mayor historia y trayectoria del país. Ofrece una amplia gama de productos comprometidos con la calidad y la innovación tecnológica.
Con el Smart TV DR43X7100 vas a acceder a las aplicaciones en las que se encuentran tus contenidos favoritos. Además, podés navegar por Internet, interactuar en redes sociales y divertirte con videojuegos.

Sumergite en la pantalla
Su resolución Full HD muestra una clara evolución frente a su antecesora. Las imágenes que vas a ver van a tener una calidad superior con un alto nivel de detalle y colores mucho más llamativos. Noblex DR43X7100 DR43X7100 Nuevo DR-Series"
12,MLA1262606788,Auriculares In-ear Gamer Inalámbricos Xiaomi Redmi Airdots 2 Twsej061ls X 1 Unidades Negro,https://www.mercadolibre.com.ar/auriculares-in-ear-gamer-inalambricos-xiaomi-redmi-airdots-2-twsej061ls-x-1-unidades-negro/p/MLA19790754,MLA-HEADPHONES,6350.0,http://http2.mlstatic.com/D_827274-MLA44347499942_122020-O.jpg,"¡Experimentá la adrenalina de sumergirte en la escena de otra manera! Tener auriculares específicos para jugar cambia completamente tu experiencia en cada partida. Con los Xiaomi AirDots 2 no te perdés ningún detalle y escuchás el audio tal y como fue diseñado por los creadores.

El formato perfecto para vos
Al ser in-ear, mejoran la calidad del audio y son de tamaño pequeño para poder insertarse en tu oreja. Son ideales para acompañarte a la hora de hacer ejercicio mientras te sumergís en el mejor sonido envolvente.

Wireless al 100%
A diferencia de otras conectividades, este dispositivo está fabricado con tecnología TWS (True Wireless Stereo). La misma permite una conexión inalámbrica total y funciona sin un solo cable entre pares. Con ella podrás disfrutar del entorno sonoro sin necesidad de estar pendiente de conexiones físicas. TWSEJ061LS Xiaomi Nuevo Redmi AirDots 2 1"
13,MLA1394845862,Xiaomi Mi Tv Stick Mdz-24-aa Control De Voz Full Hd 8gb Negro Con 1gb De Memoria Ram,https://www.mercadolibre.com.ar/xiaomi-mi-tv-stick-mdz-24-aa-control-de-voz-full-hd-8gb-negro-con-1gb-de-memoria-ram/p/MLA15984003,MLA-STREAMING_MEDIA_DEVICES,30999.0,http://http2.mlstatic.com/D_890199-MLA43336333673_092020-O.jpg,"Con un tamaño reducido y un peso inferior a los 30 gramos, este TV Stick de Xiaomi es fácil de transportar y conectar de forma inalámbrica con otros dispositivos como Iphones, Ipads o cualquiera que sea compatible. Su sistema operativo Android TV 9.0 permite disfrutar de todas las funcionalidades y aplicaciones disponibles.

Calidad de imagen
Gracias a su compatibilidad con streaming en Full HD, aprovecharás de todo el contenido disponible en definición 1080p, con imágenes de colores más vibrantes y llamativos en comparación a su predecesor HD.

Diversión asegurada
Es compatible con Disney+. Con esta app reviví las historias que marcaron un hito en la infancia de muchas personas. Series y películas de Pixar, Marvel, Star Wars, Disney y National Geographic son uno de los tantos entretenimientos que se pueden disfrutar dentro de la plataforma. MDZ-24-AA Xiaomi Nuevo 9.2 cm Mi TV Stick 17.4 cm 160 g 6 kg"
14,MLA1284275757,Smart Tv Samsung Un32t4300agxzd Led Hd 32 ,https://www.mercadolibre.com.ar/smart-tv-samsung-un32t4300agxzd-led-hd-32/p/MLA15822520,MLA-TELEVISIONS,72999.0,http://http2.mlstatic.com/D_852896-MLA42552901249_072020-O.jpg,"Samsung es reconocida a nivel mundial como una empresa líder en la industria tecnológica. Todos sus productos son diseñados con una calidad superior y pensados para contribuir a un futuro mejor. Por eso, va a hacer que disfrutes de una experiencia visual incomparable.
Con el Smart TV UN32T4300A vas a acceder a las aplicaciones en las que se encuentran tus contenidos favoritos. Además, podés navegar por Internet, interactuar en redes sociales y divertirte con videojuegos.

Sumergite en la pantalla
Su resolución HD presenta imágenes con gran detalle y alta definición. Ahora todo lo que veas cobrará vida con brillo y colores más reales.

Un sonido que te envuelve
Vas a sentir que proviene desde todas las direcciones posibles, lo cual enriquece la percepción del mismo. Los diálogos de tus series de fin de semana o la música de tus cantantes preferidos van a cobrar otro significado.

Más allá de ver televisión
Su función Screen Share permite duplicar la pantalla de tu smartphone, tablet o PC para que aparezca en la TV. De esta forma vas a poder visualizar todo tipo de contenido: material audiovisual, documentos de trabajo, correos electrónicos y más. Samsung UN32T4300A UN32T4300AGXZD Nuevo 10 W 10 cm 5800 g 4 kg"
15,MLA871121280,Parlante Philco Djp11 Con Bluetooth  220v,https://www.mercadolibre.com.ar/parlante-philco-djp11-con-bluetooth-220v/p/MLA15810877,MLA-SPEAKERS,15399.0,http://http2.mlstatic.com/D_979408-MLA42843661201_072020-O.jpg,"Potenciá el sonido con este parlante Philco, que se va a convertir en el mejor aliado en tus momentos de ocio y entretenimiento. 

Audio de otro nivel
Disfrutá de un amplio espectro de sonidos tanto en la reproducción de voces como de notas musicales. Dejate asombrar con su excelente desempeño sonoro en películas, series y en tus playlists favoritas.

Llevá la música con vos
Ya sea para musicalizar un encuentro con amigos o darle ritmo a tus actividades, este parlante con conectividad Bluetooth será la mejor opción. Conectalo a un teléfono o una tablet y dale play a todas tus canciones. Philco Nuevo DJP11 22.8 cm 2240 g 1.77 kg"
16,MLA1359104535,Receptor Bluetooth Batería Cn Control Volumen Manos Libres *,https://www.mercadolibre.com.ar/receptor-bluetooth-bateria-cn-control-volumen-manos-libres-/p/MLA21821939,MLA-AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,1099.0,http://http2.mlstatic.com/D_715977-MLA42363219889_062020-O.jpg,Este adaptador es ideal para conectar tus dispositivos de manera fácil y sencilla. Podrás transferir tu audio y video en pocos pasos. 
17,MLA908610639,60 X Pilas Audifono Rayovac 13 Pr48 Extra - Envío Gratis,https://articulo.mercadolibre.com.ar/MLA-908610639-60-x-pilas-audifono-rayovac-13-pr48-extra-envio-gratis-_JM,MLA-CELL_BATTERIES,9800.0,http://http2.mlstatic.com/D_883205-MLA69426721384_052023-O.jpg,"60 (Sesenta) x Pilas Audífono Modelo 13 / PR48 / NARANJA - 1.45V - Marca RAYOVAC EXTRA - (Original). 

¡NUEVA PRESENTACIÓN!
- Hecha en U.K.

PRESENTACIÓN
- Caja completa de 10 Blíster cerrados x 6 unidades. (Ver foto publicación).

VENCIMIENTO
- Septiembre del 2026.

EQUIVALENCIAS
- PR13 - DA13N6 - 13 - DA13 - NARANJA - PR48.

EXCELENTE CALIDAD AL MEJOR PRECIO.
-------------------------------------------------------------------
“XELLEX” representantes en Argentina de las siguientes empresas:
TADIRAN - MOTOMA - EFEST - WISDOM - DAYSUN - SUNKKO - EBL.
Además, somos distribuidores de las siguientes marcas:
KAISE - ENERGIZER - EVEREADY - RAYOVAC - MURATA - RENATA - VINNIC - MAXELL - VAPEX - PANASONIC - GP.
-------------------------------------------------------------------
TODOS LOS PRODUCTOS QUE VENDEMOS SON NUEVOS Y ORIGINALES.
-------------------------------------------------------------------
FACTURA ""A"" : Las Pcias de Misiones y Bs As, nos designaron Agentes de Retención y Percepción, si Ud necesita FACTURA ""A "", nos contacta por el mensajero de la compra y de corresponder que apliquemos la misma según el padrón y/o importe de la compra, estaremos enviando el link correspondiente.
-------------------------------------------------------------------
RETIRO EN EL DOMICILIO DEL VENDEDOR
Para las compras con “Retiro en el domicilio del vendedor”, al terminar el pago, recibirá nuestros datos y podrás retirar la compra con su DNI de lunes a viernes de 9 a 17hs y sábados de 10 a 13hs.
Nuestras referencias son:
• Ubicación: Partido de Gral. San Martín (Villa Lynch) / Caseros - Pcia. De Bs. As.
• Colectivos: • 328 • 343 • 252 • 161.
• Tren: Estación Tropezón, Línea Urquiza. Rayovac Nuevo Hearing Aid PR-48 12.6 cm 180 g Blister cerrado 60"
18,MLA841085340,Auriculares Inalámbricos Sony Wh-ch510 Negro,https://www.mercadolibre.com.ar/auriculares-inalambricos-sony-wh-ch510-negro/p/MLA15397854,MLA-HEADPHONES,24999.0,http://http2.mlstatic.com/D_933418-MLA40865317836_022020-O.jpg,"En la calle, en el colectivo o en la oficina, tené siempre a mano tus auriculares Sony y ¡escapate de la rutina por un rato! Vas a poder disfrutar de la música que más te gusta y de tus podcasts favoritos cuando quieras y donde quieras.

El formato perfecto para vos
Al ser on-ear, se apoyan en tus oídos cómodamente y te ofrecen una gran calidad de sonido. Tené preparados tus discos preferidos y usalos en viajes largos o actividades al aire libre. Sony 20 cm WHCH510/B Nuevo Bluetooth WH-CH510 20 cm 280 g"
19,MLA1368440181,Smart Tv Motorola 91mt32e3a Led Android Tv Hd 32  220v,https://www.mercadolibre.com.ar/smart-tv-motorola-91mt32e3a-led-android-tv-hd-32-220v/p/MLA21096755,MLA-TELEVISIONS,78999.0,http://http2.mlstatic.com/D_670946-MLA53283119695_012023-O.jpg,"Con el Smart TV 91MT32E3A vas a acceder a las aplicaciones en las que se encuentran tus contenidos favoritos. Además, podés navegar por Internet, interactuar en redes sociales y divertirte con videojuegos.

Sumergite en la pantalla
Su resolución HD presenta imágenes con gran detalle y alta definición. Ahora todo lo que veas cobrará vida con brillo y colores más reales.

Más allá de ver televisión
Su función Screen Share permite duplicar la pantalla de tu smartphone, tablet o PC para que aparezca en la TV. De esta forma vas a poder visualizar todo tipo de contenido: material audiovisual, documentos de trabajo, correos electrónicos y más. Motorola 91MT32E3A Nuevo"
20,MLA914384595,Google Chromecast With Google Tv De Voz 4k 8gb Snow Con 2gb De Memoria Ram,https://www.mercadolibre.com.ar/google-chromecast-with-google-tv-de-voz-4k-8gb-snow-con-2gb-de-memoria-ram/p/MLA16233185,MLA-STREAMING_MEDIA_DEVICES,38400.0,http://http2.mlstatic.com/D_877966-MLA44401093823_122020-O.jpg,"Con los beneficios del Chromecast, las pantallas se convertirán en un mundo de contenidos para disfrutar. Este media player permite acceder a distintas plataformas multimedia. Se destaca también por actualizarse automáticamente para que interactúes con un mayor número de aplicaciones.

Calidad de imagen
Su compatibilidad con streaming en 4K convierte a este reproductor en la mejor elección a la hora de disfrutar de imágenes nítidas y una calidad, notoriamente superior al HD y Full HD. Su excelencia se refleja en la capacidad de transmitir colores más realistas y con lujo de detalles.

Diversión asegurada
Es compatible con Disney+. Con esta app reviví las historias que marcaron un hito en la infancia de muchas personas. Series y películas de Pixar, Marvel, Star Wars, Disney y National Geographic son uno de los tantos entretenimientos que se pueden disfrutar dentro de la plataforma.

Manejo simple
A diferencia de los controles estándares, este aparato posee la función de control de voz. Con la misma, manejarlo es muy simple. Responde a tus órdenes con tan solo hablarle. GA01919-US Google Nuevo 162 mm Chromecast with Google TV Chromecast with Google TV 13 cm 260 g"
21,MLA913019346,Auriculares In-ear Kz Zsn Pro Standard Gray,https://www.mercadolibre.com.ar/auriculares-in-ear-kz-zsn-pro-standard-gray/p/MLA15471003,MLA-HEADPHONES,16590.0,http://http2.mlstatic.com/D_984133-MLA41560251234_042020-O.jpg,"En la calle, en el colectivo o en la oficina, tené siempre a mano tus auriculares KZ y ¡escapate de la rutina por un rato! Vas a poder disfrutar de la música que más te gusta y de tus podcasts favoritos cuando quieras y donde quieras.

El formato perfecto para vos
Al ser in-ear aíslan el ruido del exterior, mejoran la calidad del audio y son de tamaño pequeño para poder insertarse en tu oreja. Son ideales para acompañarte a la hora de hacer ejercicio mientras te sumergís en el mejor sonido envolvente. KZ Nuevo ZSN ZSN Pro Standard"
22,MLA1196968708,Smart Tv Kanji Kj-4xtl005 Led Android Tv Hd 40  220v,https://www.mercadolibre.com.ar/smart-tv-kanji-kj-4xtl005-led-android-tv-hd-40-220v/p/MLA18905890,MLA-TELEVISIONS,83998.8,http://http2.mlstatic.com/D_918642-MLA49023525830_022022-O.jpg,"Con el Smart TV KJ-4XTL005 vas a acceder a las aplicaciones en las que se encuentran tus contenidos favoritos. Además, podés navegar por Internet, interactuar en redes sociales y divertirte con videojuegos.

Sumergite en la pantalla
Su resolución HD presenta imágenes con gran detalle y alta definición. Ahora todo lo que veas cobrará vida con brillo y colores más reales. Kanji KJ-4XTL005 Nuevo 16 W"
23,MLA918462579,Soporte Iofi Sp-247 De Pared Para Tv/monitor De 75   Negro,https://www.mercadolibre.com.ar/soporte-iofi-sp-247-de-pared-para-tvmonitor-de-75-negro/p/MLA18998033,MLA-TV_AND_MONITOR_MOUNTS,17499.3,http://http2.mlstatic.com/D_666744-MLA52223772974_102022-O.jpg,"La ubicación de tu TV o monitor es de suma importancia ya que, frente a él, compartirás muchas horas de entretenimiento o trabajo. En tu casa o negocio, aprovechá al máximo el espacio con un soporte que te brinde comodidad. ¡Nada mejor que tenerlo a tu alcance! 

Adaptable a tus espacios
Obtené el ángulo perfecto con este soporte inclinable y articulado. Vas a poder ajustarlo a la posición más confortable para ver tus contenidos preferidos y ganar espacio.

Fácil de instalarLa norma estandarizada VESA permite conocer la distancia que existe entre los orificios de la parte trasera de la pantalla, y así poder elegir el soporte que mejor se adapte a esa medida. Este producto cuenta con un montaje de 200x200, 300x300, 400x400 para ser ubicado de manera segura. IOFI Nuevo SP-247 49.4 cm 4440 g"
24,MLA1372801425,Amazon Fire Tv Stick Lite Edición 2022 Control De Voz Full Hd 8gb Negro,https://www.mercadolibre.com.ar/amazon-fire-tv-stick-lite-edicion-2022-control-de-voz-full-hd-8gb-negro/p/MLA19732185,MLA-STREAMING_MEDIA_DEVICES,23498.0,http://http2.mlstatic.com/D_921432-MLA52140925321_102022-O.jpg,"Fire TV Stick de Amazon es uno de los dispositivos streaming más reconocidos a nivel mundial. Sus aplicaciones y poderoso funcionamiento lo vuelven una herramienta única para convertir cualquier pantalla compatible en un smart TV.

Calidad de imagen
Gracias a su compatibilidad con streaming en Full HD, aprovecharás de todo el contenido disponible en definición 1080p, con imágenes de colores más vibrantes y llamativos en comparación a su predecesor HD.

Diversión asegurada
Es compatible con Disney+. Con esta app reviví las historias que marcaron un hito en la infancia de muchas personas. Series y películas de Pixar, Marvel, Star Wars, Disney y National Geographic son uno de los tantos entretenimientos que se pueden disfrutar dentro de la plataforma. Amazon Nuevo 86 mm Fire TV Stick Lite Edición 2022"
25,MLA903840517,Parlante Tedge Bluetooth 10w P7 Portátil Waterproof  Negro 110v/200v,https://www.mercadolibre.com.ar/parlante-tedge-bluetooth-10w-p7-portatil-waterproof-negro-110v200v/p/MLA15475958,MLA-SPEAKERS,11999.0,http://http2.mlstatic.com/D_913307-MLA41351595601_042020-O.jpg,"Tedge Bluetooth 10W ofrece un sonido natural, con una gran claridad y precisión, que se dispersa uniformemente por toda la habitación. Un parlante que asegura potencia y calidad por igual en la reproducción de contenidos multimedia.

Apto para aire libre
Usalo en donde quieras, este dispositivo está diseñado para que tengas el mejor sonido siempre, tanto en interiores como en exteriores. P7 Tedge Nuevo Bluetooth 10W 21.4 cm 820 g 0.64 kg"
